plantID	nShoots	heightIndex	finalShootHeight	abovegroundVolume	nFlowers	FFDindex	FFD	nPodsTotal	fruitsPerFlower	seedsPerFruit	nIntactSeeds	propPredSeeds	Mum	Dad	grazingY0
ind248:4	4	model	225.0477163	5040.191129	4	observed	133	1	0.25	7	0	1	39:5:3	15:3:2	0
ind449:2	4	model	187.617191	2501.249086	13	observed	133	0	0	NA	NA	NaN	21:5:3	8:5:1	0
ind482:5	2	observed	244	783.7576237	3	model	147.9973102	3	1	6	8	0.541666667	4:1:6	24:3:2	0
ind530:3	2	model	159.8907699	675.5087313	1	noBudSize	132.666143	0	0	NA	NA	NaN	32:8:3	39:3:3	0
ind530:8	3	observed	203	1515.469424	3	observed	129	1	0.333333333	7	4	0.428571429	32:8:3	39:3:3	1
ind499:2	3	model	198.3467961	2324.053128	25	model	126.2408652	0	0	NA	NA	NaN	39:3:2	14:2:2	0
ind106:1	5	model	185.6967285	3005.081218	28	model	125.4917075	0	0	NA	NA	NaN	15:3:1	21:4:1	0
ind605:2	4	observed	292	6393.528094	21	noBudSize	124.1098725	11	0.523809524	3.2	19.8	0.383333333	12:8:2	9:7:3	0
ind310:8	3.5	model	221.4888342	4147.541858	33	observed	121	21	0.636363636	5.6	68.65271394	0.401803858	32:5:1	11:8:1	0
ind233:4	1	observed	210	1474.523005	6	observed	129	3	0.5	5.333333333	3.031782268	0.832009072	39:5:2	11:1:2	1
ind603:1	5	model	131.4210548	793.53887	3	model	131.3914361	0	0	NA	NA	NaN	12:8:2	9:7:3	0
ind559:1	6	observed	194	2673.222344	37	observed	124	4	0.108108108	4.25	7	0.558333333	12:3:4	9:7:3	0
ind557:3	1	model	251.5882742	1935.83774	13	model	131.2029202	0	0	NA	NA	NaN	12:3:4	8:3:2	0
ind423:4	3	observed	162	1392.492565	4	observed	133	3	0.75	5.333333333	4	0.785714286	15:3:1	6:4:2	0
ind395:1	3	observed	216	1995.240574	4	observed	134	3	0.75	6.333333333	2	0.939393939	21:2:4	16:1:2	1
ind77:1	3	model	184.4117105	1755.463271	12	model	128.9109396	0	0	NA	NA	NaN	12:9:2	39:2:3	0
ind438:2	3	observed	210	2549.659264	10	observed	118	2	0.2	7.5	9.208347783	0.370906835	32:2:2	6:5:1	0
ind523:3	2	observed	219	1190.117607	22	observed	125	11	0.5	3.4	4.4	0.9	32:8:3	9:6:2	1
ind304:4	3	observed	276	6089.239713	37	observed	118	27	0.72972973	4.6	58.96158297	0.563247534	32:5:1	22:4:1	0
ind579:5	4	model	195.2172165	2914.613525	47	observed	125	18	0.382978723	3	13.5	0.770833333	12:4:6	8:3:2	1
ind564:3	2	model	176.6194978	991.0193421	2	observed	139	2	1	9.5	4	0.788888889	13:6:2	31:3:5	1
ind484:2	2	observed	224	2287.959098	19	observed	129	10	0.526315789	4.2	30	0.35	4:1:6	12:10:2	1
ind466:3	4	model	177.9282364	2039.207788	32	observed	121	5	0.15625	4.2	8.349867712	0.539649472	13:7:1	14:2:2	0
ind456:1	4.5	model	185.6967285	2704.573096	14	observed	132	11	0.785714286	6	27.66312652	0.553907813	12:10:2	8:5:1	0
ind566:1	2	model	214.8999898	2109.775716	10	model	125.6394616	5	0.5	6.2	31	0	13:6:2	31:3:5	0
ind543:2	2	model	197.0975051	1512.117541	3	observed	132	0	0	NA	NA	NaN	12:4:5	19:1:7	1
ind529:7	1	model	185.0546945	593.0519347	7	observed	121	6	0.857142857	5.6	18.48625053	0.489194663	32:8:3	39:3:3	1
ind450:2	3	observed	199	3571.760883	10	observed	132	6	0.6	6	12.18346652	0.683012702	21:5:3	8:5:1	1
ind346:1	1	model	165.3218927	384.1290427	3	observed	133	3	1	2.666666667	3	0.722222222	16:5:1	6:2:3	1
ind93:1	1	observed	115	211.4319345	7	model	137.0222557	0	0	NA	NA	NaN	13:7:1	9:6:2	0
ind490:1	1	model	188.2554852	633.5460848	6	noBudSize	128.9149382	4	0.666666667	5	16	0.175	39:3:2	21:4:1	0
ind575:2	6	model	262.7582852	13730.48942	5	noBudSize15	119.3048068	0	0	NA	NA	NaN	12:4:6	31:3:5	0
ind166:2	3	observed	278	4028.647729	40	model	125.3227863	11	0.275	4.4	24.2095979	0.496165646	2:1:3	8:3:2	0
ind611:4	4	observed	196	4098.692679	24	noBudSize	124.1098725	7	0.291666667	4.2	3.020962858	0.91020688	8:1:2	12:8:2	0
ind211:3	1	observed	218	1193.312607	1	noBudSize	128.9149382	0	0	NA	NA	NaN	36:3:3	39:4:2	0
ind245:6	5	model	224.4562414	6236.699874	80	model	126.1559779	20	0.25	1.6	12	0.5	39:5:2	8:5:1	0
ind231:1	4	model	188.8928591	2567.391405	15	model	125.5639404	7	0.466666667	4.8	7.627413079	0.827095453	39:3:3	8:5:1	0
ind305:6	2	observed	133	610.8910167	2	observed	132	2	1	4.5	1.258233388	0.865429968	32:5:1	22:4:1	1
ind540:2	7	model	252.1517417	13668.1328	18	model	129.266716	2	0.111111111	3.5	2	0.714285714	12:4:5	9:6:2	0
ind325:5	1	model	195.844833	737.7177432	23	noBudSize	124.1098725	9	0.391304348	3.2	36	0	19:5:5	12:9:2	0
ind434:4	2	model	186.3378185	1218.095163	18	observed	132	6	0.333333333	2.6	15.6	0	129_25_2:4:2 T2	19:3:4	1
ind549:2	2	observed	159	1264.392868	9	observed	135.5	6	0.666666667	2.8	1.2	0.933333333	12:4:5	39:5:2	1
ind241:5	8	observed	154	5951.191849	9	noBudSize	128.9149382	1	0.111111111	4	0	1	39:5:2	31:1:2	0
ind116:1	2	model	195.2172165	1457.306763	20	observed	128.5	6	0.3	5	26.4	0.15	16:5:1	3:8:4	0
ind363:3	1	observed	234	825.9950803	5	observed	121	5	1	5.6	17.17322095	0.386241239	16:1:1	6:2:3	1
ind596:4	5	observed	218	4568.149822	46	noBudSize	128.9149382	14	0.304347826	2.8	22.4	0.483333333	39:4:2	9:7:3	0
ind457:3	1	model	154.379907	295.0732587	1	noBudSize15	119.3048068	0	0	NA	NA	NaN	12:10:2	8:5:1	0
ind195:1	2	model	179.8836992	1063.445277	21	observed	121	9	0.428571429	4.8	17.20598643	0.611526174	22:4:1	31:3:4	0
ind528:4	1	observed	205	779.2720577	11	observed	118	8	0.727272727	3	6.981537203	0.754083459	32:8:3	39:3:3	1
ind324:3	4	model	220.8933231	4691.148245	36	noBudSize15	119.3048068	7	0.194444444	10.4	28	0.668888889	19:5:5	12:9:2	0
ind409:3	2	model	232.0947354	2837.877032	21	observed	132	9	0.428571429	4.8	31.5	0.427083333	19:1:4	16:1:2	1
ind 497:3	2	observed	216	2346.84888	8	observed	142	4	0.5	3.5	3	0.770833333	39:3:2	14:2:2	1
ind210:2	2	model	173.3294002	921.7810108	13	noBudSize	128.9149382	7	0.538461538	3.4	3.5	0.8875	36:3:3	27:4:4	0
ind266:3	2	observed	297	3057.42813	18	observed	128.5	7	0.388888889	4.2	12.6	0.58	6:2:3	4:1:4	1
ind23:4	9	model	126.172878	1220.871972	4	model	136.8556657	0	0	NA	NA	NaN	12:3:1	11:1:2	0
ind73:4	2	model	159.8907699	675.5087313	10	observed	132	5	0.5	2.8	13	0.066666667	12:9:2	13:6:1	1
ind520:1	5	model	188.8928591	3209.239256	3	observed	132	0	0	NA	NA	NaN	15:3:2	39:5:2	0
ind473:1	3	model	191.4332661	2027.217128	9	observed	135.5	5	0.555555556	4.4	8	0.55	2:1:3	24:3:2	1
ind396:4	1	observed	306	2162.986542	23	noBudSize	128.9149382	12	0.52173913	6.4	62.56432697	0.204353756	21:2:4	16:1:2	0
ind256:4	3	model	167.338999	1207.492384	4	noBudSize15	119.3048068	0	0	NA	NA	NaN	6:1:1	4:1:4	0
ind459:1	2	model	165.9954203	780.3837001	6	observed	138	1	0.166666667	3	0	1	12:10:2	7:1:1	1
ind27:1	2	model	157.8338152	642.6458147	3	observed	135.5	0	0	NA	NA	NaN	12:3:1	39:4:2	1
ind304:7	4	model	220.8933231	4691.148245	24	observed	118	0	0	NA	NA	NaN	32:5:1	22:4:1	1
ind513:3	2	model	293.5504558	7013.452341	27	observed	121	16	0.592592593	3.4	19.634557	0.618570457	15:3:2	9:6:2	1
ind448:1	5	observed	209	6252.077257	38	observed	125	18	0.473684211	3	31.5	0.475	21:5:3	7:1:1	1
ind110:1	3	model	182.4769972	1685.581059	20	noBudSize15	119.3048068	5	0.25	3.6	3	0.843333333	15:3:1	8:4:1	0
ind337:5	2	model	157.1456263	631.9200577	3	observed	138	0	0	NA	NA	NaN	33:1:1	27:2:1	1
ind565:1	1	model	209.4444961	955.4168993	7	observed	128.5	7	1	4.4	10.41878445	0.636923956	13:6:2	31:3:5	1
ind606:6	1	model	197.7225708	765.3358882	7	observed	132	4	0.571428571	4	2	0.875	12:8:2	14:5:5	1
ind602:4	4	observed	218	2145.620446	6	observed	132	5	0.833333333	6.6	14	0.574444444	12:8:2	9:7:3	1
ind60:1	2	observed	144	842.5525302	6	observed	132	3	0.5	4	8.663376365	0.27805197	12:8:2	10:3:1	1
ind249:1	4	observed	238	6684.504291	59	observed	128.5	21	0.355932203	2.4	42	0.333333333	39:5:3	3:8:4	1
ind100:2	2	observed	184	1121.683037	12	observed	132	3	0.25	6	14	0.266666667	14:2:2	31:1:2	1
ind376:3	7	model	185.0546945	4151.363543	17	noBudSize15	119.3048068	2	0.117647059	4	2	0.733333333	38:2:1	16:1:2	0
ind409:4	6	model	229.7559766	8187.915214	24	observed	125	11	0.458333333	5.8	55	0.141904762	19:1:4	16:1:2	0
ind584:1	1	model	146.662318	242.1834327	5	model	135.425437	0	0	NA	NA	NaN	39:4:2	31:4:6	0
ind413:1	1	model	203.3109227	852.0685831	9	noBudSize	124.1098725	4	0.444444444	4.25	3	0.8125	11:6:3	19:3:4	0
ind508:5	7	model	145.952203	1663.885972	5	model	131.247801	0	0	NA	NA	NaN	10:3:1	9:6:2	0
ind452:1	4	model	168.6779994	1660.178736	35	model	128.9266646	0	0	NA	NA	NaN	19:5:1	7:1:1	0
ind455:3	5	model	209.4444961	4777.084497	15	model	131.9316145	0	0	NA	NA	NaN	12:10:2	3:8:4	0
ind50:1	3	model	171.3425321	1322.615069	9	observed	132	5	0.555555556	4	6	0.666666667	12:6:1	19:6:2	1
ind474:1	2	observed	156	2046.633888	2	observed	135.5	0	0	NA	NA	NaN	2:1:3	24:3:2	1
ind433:1	2	model	180.5335089	1078.318169	4	observed	132	4	1	5	6	0.680952381	129_25_2:4:2 T2	13:6:1	1
ind442:1	2	observed	132	780.3640753	3	observed	139	0	0	NA	NA	NaN	21:3:3	13:8:1	1
ind470:2	5	model	200.2144786	4015.801564	2	model	136.3944129	0	0	NA	NA	NaN	2:1:3	32:2:2	0
ind332:5	2	observed	206	2665.329406	11	observed	121	4	0.363636364	4.5	13.91881166	0.204059417	33:1:1	6:2:3	0
ind530:2	1	observed	229	1133.111916	9	observed	132	7	0.777777778	4.4	18.56814893	0.371234549	32:8:3	39:3:3	1
ind68:4	2	observed	292	6623.231296	25	observed	125	4	0.16	6.5	16.82729967	0.44399016	12:8:2	9:1:6	0
ind24:1	5	observed	189	4638.757903	6	noBudSize15	119.3048068	1	0.166666667	5	1	0.8	12:3:1	11:1:2	0
ind233:6	4	observed	234	3211.133064	33	observed	128.5	14	0.424242424	5	47.6	0.30952381	39:5:2	11:1:2	0
ind511:2	3.5	model	215.5025037	3732.137957	16	noBudSize	128.9149382	2	0.125	9.5	11	0.397727273	10:3:1	39:3:3	0
ind221:3	3	observed	156	1605.566532	10	observed	133	2	0.2	7	1	0.916666667	39:2:2	13:8:1	1
ind230:1	2	observed	152	2077.817965	16	noBudSize15	119.3048068	5	0.3125	8	12	0.718968254	39:3:3	31:1:2	0
ind259:2	8	observed	208	5654.183166	16	noBudSize	128.9149382	8	0.5	4.2	12.8	0.66	11:8:1	3:8:4	0
ind109:2	1	model	281.2991087	2975.708366	19	model	134.9743179	0	0	NA	NA	NaN	15:3:1	8:4:1	0
ind548:1	3	observed	223	3745.747703	58	observed	132	10	0.172413793	3.4	17.5	0.616666667	12:4:5	39:5:2	1
ind472:3	2	observed	198	1294.331147	4	model	136.8435426	1	0.25	8	1	0.875	9:7:3	6:4:2	0
ind376:1	4	model	211.8765411	3995.442785	6	noBudSize	128.9149382	0	0	NA	NA	NaN	38:2:1	16:1:2	0
ind349:1	2	model	205.1591756	1764.584813	7	noBudSize	128.9149382	0	0	NA	NA	NaN	39:2:2	6:2:3	0
ind51:1	3	model	204.543882	2616.432121	35	observed	128.5	1	0.028571429	4	4	0	12:6:1	19:6:2	1
ind168:1	4	observed	233	4251.47744	44	noBudSize	124.1098725	21	0.477272727	4.8	86.19653932	0.163038839	2:1:3	8:3:2	0
ind218:2	3	observed	254	2252.41449	52	observed	131	17	0.326923077	4	42.5	0.44375	38:2:1	27:4:4	1
ind177:1	2	model	181.1823241	1093.321393	8	observed	132	4	0.5	3.75	15	0	21:2:4	9:6:2	1
ind234:3	1	model	229.7559766	1364.652536	20	observed	136	7	0.35	3.6	22.4	0.09	39:5:2	11:1:2	1
ind227:3	4.5	observed	287	4688.794638	25	model	130.7485942	13	0.52	4.2	54.6	0	39:3:3	23:1:4	0
ind270:3	2	observed	184	1299.00081	2	observed	141	2	1	3.5	5	0.291666667	9:7:3	31:3:4	1
ind270:4	3	observed	244	2988.619711	35	observed	119	15	0.428571429	5	55.35272308	0.258823948	9:7:3	31:3:4	1
ind172:10	1	observed	228	851.0159808	4	noBudSize	124.1098725	3	0.75	7	18.81976191	0.13460218	2:4:1	24:5:1	0
ind244:3	2	model	145.952203	475.3959921	3	observed	126	2	0.666666667	6	9.152888764	0.203365088	39:5:2	35:2:2	1
ind86:1	5	model	188.8928591	3209.239256	8	observed	129	6	0.75	4.2	21.58827435	0.120390855	129_25_2:4:2 T2	98_30_1:4:1 T2	1
ind46:3	6	observed	227	9309.171278	14	noBudSize15	119.3048068	5	0.357142857	1.2	6	0	12:6:1	13:8:1	0
ind455:1	1	model	214.8999898	1054.887858	17	noBudSize15	119.3048068	10	0.588235294	4.8	43.73719485	0.095758245	12:10:2	3:8:4	0
ind32:1	2	observed	161	884.3597457	14	observed	132	11	0.785714286	2.2	17.6	0.35	12:3:4	13:8:4	1
ind476:1	2	model	180.5335089	1078.318169	4	observed	140	0	0	NA	NA	NaN	2:1:3	12:10:2	1
ind52:2	4	model	194.5887395	2878.637941	11	observed	136.5	2	0.181818182	6	12	0	12:7:5	13:8:1	1
ind230:3	3	observed	198	6181.289634	31	observed	132	9	0.290322581	3.6	18	0.32	39:3:3	31:1:2	1
ind490:2	4	model	157.8338152	1285.291629	23	observed	132	16	0.695652174	2.6	52	0	39:3:2	21:4:1	1
ind344:1	1	observed	195	754.7974802	16	observed	132	5	0.3125	1.8	9	0	16:5:1	6:2:3	1
ind513:2	4	observed	169	2593.111103	43	observed	122.5	14	0.325581395	3.8	35.96882932	0.333821738	15:3:2	9:6:2	1
ind166:1	4	observed	229	2735.612489	19	noBudSize15	119.3048068	11	0.578947368	10	90.00365377	0.199730776	2:1:3	5:1:1	0
ind410:2	4	observed	246	6102.357119	101	observed	118	28	0.277227723	7.8	182.631082	0.181679776	19:1:4	16:1:2	1
ind516:2	2	model	155.0733027	600.4214767	1	model	135.3663162	0	0	NA	NA	NaN	15:3:2	19:1:7	0
ind217:5	5	model	146.662318	1210.917164	16	model	135.2655649	6	0.375	3.6	15.6	0.3	38:2:1	27:4:4	0
ind251:3	2	observed	210	1900.035237	27	observed	127	13	0.481481481	1.4	45.5	0	6:1:1	13:8:4	1
ind452:2	3	observed	248	2576.92279	35	observed	127	12	0.342857143	2.8	36	0.25	19:5:1	7:1:1	0
ind111:4	2	observed	249	1548.907123	7	observed	141	5	0.714285714	3.6	18	0	15:3:1	8:4:1	1
ind588:2	1	observed	247	2023.913183	8	observed	127	6	0.75	4.6	27.6	0	39:4:2	31:3:5	1
ind304:8	2	observed	295	4142.707491	32	noBudSize	124.1098725	29	0.90625	5.6	150.8	0.066666667	32:5:1	22:4:1	0
ind103:3	4	model	205.7736844	3570.059309	25	observed	126	13	0.52	4.8	33.88485762	0.453154902	14:2:2	9:1:6	1
ind119:1	5	observed	192	3817.035074	7	noBudSize	128.9149382	2	0.285714286	0	0	NaN	19:1:4	39:4:2	0
ind84:1	2	observed	230	2712.369416	7	observed	122.5	2	0.285714286	4.5	6.094120676	0.336205207	129_25_2:4:2 T2	24:3:2	1
ind421:4	3	observed	221	2900.196444	61	observed	119	40	0.655737705	4.4	109.2333707	0.489290714	15:3:1	13:6:1	1
ind527:1	2	observed	229	2284.317364	20	observed	119	17	0.85	3.6	52.53714917	0.166170238	32:8:3	39:3:3	1
ind152:1	2	observed	288	2189.564416	8	noBudSize	124.1098725	7	0.875	7	49	0	19:5:5	8:3:1	0
ind346:8	3	observed	191	1909.760665	2	observed	133	2	1	6.5	10	0.238095238	16:5:1	6:2:3	1
ind209:3	1	observed	155	385.7106088	5	observed	136	3	0.6	7.666666667	23	0	36:3:3	27:2:1	1
ind511:1	3	observed	199	1040.96649	3	observed	136	3	1	7.333333333	19	0.142857143	10:3:1	39:3:3	1
ind275:2	1	model	186.3378185	609.0475817	10	noBudSize	124.1098725	0	0	NA	NA	NaN	39:5:3	23:1:2	0
ind448:2	2	observed	168	1119.859657	5	observed	141	4	0.8	6.25	25	0	21:5:3	7:1:1	1
ind68:6	1	model	205.1591756	882.2924065	60	noBudSize	124.1098725	7	0.116666667	3.8	26.6	0	12:8:2	9:1:6	0
ind208:5	2	observed	320	3610.268012	28	observed	127	11	0.392857143	2.8	44	0.166666667	36:3:3	27:2:1	1
ind555:2	4	observed	161	2629.332095	2	observed	122	2	1	4.5	1.949314392	0.822988309	12:3:4	14:5:5	0
ind99:1	4	model	207.0003649	3652.730877	30	observed	118	0	0	NA	NA	NaN	14:2:2	23:1:4	1
ind404:2	2	model	297.7607966	7408.896688	3	noBudSize	124.1098725	2	0.666666667	5	4.958137403	0.50418626	19:1:4	24:4:4	0
ind80:3	6	model	242.4980754	10080.04165	22	noBudSize15	119.3048068	17	0.772727273	8	95.45471665	0.30164989	12:9:2	8:3:1	0
ind470:4	1	observed	169	671.9572162	42	observed	119	32	0.761904762	3	60.21968795	0.459067376	2:1:3	32:2:2	1
ind588:6	1	model	205.7736844	892.5148273	3	observed	133	2	0.666666667	3	6	0	39:4:2	31:3:5	1
ind316:2	3	observed	245	3000.868152	52	observed	119	22	0.423076923	5.6	110.7713597	0.157901216	32:5:1	39:2:3	1
ind93:2	4	observed	202	1584.219724	7	observed	136.5	0	0	NA	NA	NaN	13:7:1	9:6:2	1
ind294:1	2	observed	109	518.3759825	1	observed	136.5	1	1	8	8	0	6:1:1	11:8:1	1
ind202:1	2	observed	218	2899.761962	32	observed	119	24	0.75	3	66	0.3125	32:5:1	24:2:1	1
ind410:1	4	observed	189	4169.686703	50	observed	129	10	0.2	5.4	67.5	0	19:1:4	16:1:2	0
ind183:3	3	observed	215	3015.985496	26	observed	136.5	10	0.384615385	4.2	34	0.206666667	21:5:3	8:3:2	1
ind4:1	5	observed	267	8279.112555	68	observed	119	31	0.455882353	4.4	65.43907973	0.555816904	11:5:3	19:6:2	1
ind173:5	4	model	170.6780621	1737.291065	33	model	125.7009335	19	0.575757576	4	70.99975707	0.274074577	2:4:1	6:1:2	1
ind241:4	1	observed	201	729.7311051	4	observed	129.5	4	1	6.25	23.99876576	0.083436187	39:5:2	31:1:2	1
ind121:3	4	model	233.8422364	5842.127693	15	noBudSize	124.1098725	6	0.4	6	24.54966939	0.423264856	19:1:4	8:5:1	0
ind47:2	2	model	173.3294002	921.7810108	6	observed	133	4	0.666666667	3.75	11	0.1875	12:6:1	16:2:1	1
ind451:1	1	observed	161	765.2193996	6	noBudSize15	119.3048068	3	0.5	3.666666667	2	0.777777778	19:5:1	3:8:4	0
ind468:2	3	observed	204	2814.958752	20	noBudSize15	119.3048068	11	0.55	6.8	59.4	0.234285714	2:1:3	21:4:1	0
ind508:1	3	model	186.9779708	1851.438542	5	model	131.2168488	2	0.4	4	5	0.366666667	10:3:1	9:6:2	0
ind469:2	1	model	168.6779994	415.0446839	16	model	135.3969093	0	0	NA	NA	NaN	2:1:3	21:4:1	0
ind383:1	2	model	185.6967285	1202.032487	13	observed	126	7	0.538461538	5.8	40.6	0	19:4:2	2:4:1	1
ind468:8	2	model	186.3378185	1218.095163	9	model	131.3213707	0	0	NA	NA	NaN	2:1:3	21:4:1	0
ind389:1	2	observed	162	1209.338499	20	observed	122	12	0.6	6.4	72.17140072	0.077143321	13:8:4	2:4:1	1
ind481:6	2	model	217.9054313	2225.708545	12	observed	119	7	0.583333333	6.6	38.01712915	0.202535462	4:1:6	24:3:2	0
ind172:5	4	observed	198	1840.229366	49	observed	119	27	0.551020408	6.2	138.9566106	0.177657266	2:4:1	24:5:1	1
ind156:2	3	observed	202	4198.318708	13	noBudSize15	119.3048068	3	0.230769231	5	10.22430573	0.264148928	19:6:5	16:1:2	0
ind608:2	5	model	157.1456263	1579.800144	4	noBudSize	124.1098725	0	0	NA	NA	NaN	12:8:2	14:5:5	0
ind198:2	5	model	212.4826941	5049.561478	13	observed	129	8	0.615384615	5.4	35.09156303	0.150043671	22:4:1	98_30_1:4:1 T2	1
ind97:4	3	observed	209	1853.364679	12	observed	133	6	0.5	4.6	27.6	0	14:2:2	11:1:2	1
ind240:2	1	observed	183	415.3735267	3	observed	133	1	0.333333333	8	8	0	39:5:2	31:1:2	1
ind468:7	3	observed	232	2164.737666	22	noBudSize	124.1098725	16	0.727272727	5.4	76.65051994	0.109089878	2:1:3	21:4:1	0
ind530:9	3	observed	242	3122.182009	33	observed	129.5	18	0.545454545	1.8	40.5	0	32:8:3	39:3:3	1
ind23:3	5	model	170.0124887	2139.177255	15	observed	132	6	0.4	2.8	21	0	12:3:1	11:1:2	1
ind186:2	1	model	220.8933231	1172.787061	35	model	123.4723466	0	0	NA	NA	NaN	22:4:1	19:3:4	0
ind472:4	3	observed	219	8132.728317	31	observed	115	20	0.64516129	5	80.17379639	0.14161574	2:1:3	32:2:2	1
ind204:3	4	observed	168	2577.76725	63	model	118.435731	32	0.507936508	5	152.3831032	0.23105758	32:5:1	4:1:4	0
ind609:2	3	observed	248	2958.202182	69	observed	118	31	0.449275362	5.2	105.5551821	0.346026949	12:8:2	8:3:2	0
ind323:1	4	observed	236	4783.318603	16	observed	122.5	13	0.8125	5.6	64.78249225	0.109996483	19:5:5	12:3:1	0
ind526:3	2	observed	170	1089.611146	15	observed	118	11	0.733333333	5.5	51.75055377	0.119697807	32:8:3	19:1:7	1
ind397:2	3	model	166.6677862	1188.943726	4	model	131.3261816	3	0.75	5	7.738198843	0.500537341	19:1:4	2:4:1	0
ind571:3	1	model	180.5335089	539.1590847	2	noBudSize	124.1098725	0	0	NA	NA	NaN	13:6:2	9:7:3	0
ind510:3	8	observed	214	5817.284603	60	observed	127	7	0.116666667	4.2	29.4	0	10:3:1	9:6:2	0
ind243:6	1	observed	250	1093.588403	4	noBudSize15	119.3048068	1	0.25	0	0	NaN	39:5:2	35:2:2	0
ind267:5	4	model	192.0661236	2737.536073	8	observed	133	7	0.875	4.2	29.4	0	9:7:3	19:3:4	1
ind401:1	2	observed	212	1176.986378	3	observed	136.5	1	0.333333333	10	10	0	19:1:4	27:4:4	1
ind499:1	1	model	194.5887395	719.6594853	4	observed	127	4	1	4.5	11.06971276	0.373393624	39:3:2	14:2:2	1
ind163:1	3	model	244.2134151	5178.728728	36	observed	119	16	0.444444444	4	34.39562275	0.484370514	19:6:5	6:1:2	1
ind246:5	1	observed	169	449.3784397	11	observed	127	7	0.636363636	5.4	11.71986813	0.696562314	39:5:2	8:5:1	1
ind468:5	3	model	261.6504829	6754.429362	10	observed	127	5	0.5	6	15.70780954	0.516261077	2:1:3	21:4:1	1
ind242:2	1	observed	229	726.6369505	17	observed	119	7	0.411764706	4.6	13.67907579	0.555868843	39:5:2	31:1:2	1
ind307:3	3	model	264.9679493	7090.294632	50	observed	119	33	0.66	7.4	214.697479	0.128257763	32:5:1	11:8:1	1
ind229:1	4	model	202.6932482	3368.564188	13	observed	127	11	0.846153846	4.6	32.25399733	0.327969737	39:3:3	31:1:2	1
ind80:2	4	observed	235	2923.639951	40	observed	126	20	0.5	6.4	85.11143384	0.316646828	12:9:2	8:3:1	1
ind426:2	3	model	192.6980943	2079.294967	6	observed	133	1	0.166666667	6	3.997531512	0.333744748	15:3:1	19:6:5	1
ind482:1	2	observed	210	2717.083375	20	observed	126	15	0.75	4.2	50.56115865	0.223743874	4:1:6	24:3:2	1
ind266:2	1	observed	217	751.6024804	5	noBudSize	124.1098725	3	0.6	5	11.17284053	0.263305831	6:2:3	27:4:4	0
ind465:2	3	model	185.0546945	1779.155804	38	observed	132	27	0.710526316	2.6	70.2	0	13:7:1	14:2:2	1
ind424:3	4	model	184.4117105	2340.617694	13	observed	127	11	0.846153846	3.6	39.6	0	15:3:1	6:4:2	1
ind582:1	4	model	172.6681934	1816.62128	9	noBudSize	124.1098725	2	0.222222222	5.5	11	0	12:4:6	9:7:3	0
ind423:2	1	observed	252	897.9447777	12	observed	127	8	0.666666667	3.2	32	0	15:3:1	6:4:2	1
ind579:3	3	model	181.8301513	1662.683123	12	noBudSize	128.9149382	5	0.416666667	4.5	15	0.09375	12:4:6	8:3:2	0
ind145:1	2	model	204.543882	1744.288081	6	model	124.1080351	1	0.166666667	7	3	0.571428571	19:5:2	6:4:2	0
ind112:2	2	model	145.952203	475.3959921	18	observed	129.5	1	0.055555556	5	5	0	16:1:1	98_30_1:4:1 T2	1
ind61:1	6	observed	163	2831.59537	65	observed	123	13	0.2	3.8	18.36876428	0.81712227	12:8:2	10:3:1	1
ind594:2	3	model	156.4561516	931.9616215	21	noBudSize	132.666143	2	0.095238095	4	2.932142937	0.790561219	39:4:2	8:3:2	0
ind503:1	3	model	142.3792419	648.1677411	12	observed	132	2	0.166666667	2.5	0.290536422	0.949232626	9:7:3	14:2:2	1
ind310:4	4	observed	189	4755.372565	59	observed	112	39	0.661016949	7.4	198.5079498	0.311632364	32:5:1	11:8:1	1
ind148:9	2	observed	152	1003.393278	3	observed	127	3	1	4.333333333	2.133324617	0.846116102	19:5:5	11:3:1	1
ind129:3	3	observed	183	1639.575607	2	noBudSize	124.1098725	2	1	4.5	1	0.9	19:1:7	39:4:2	0
ind157:2	5	model	179.2328884	2621.755619	108	observed	120	42	0.388888889	4	148.6586079	0.243418223	19:6:5	16:1:2	1
ind597:1	3	model	190.7995164	2001.489501	19	observed	127	11	0.578947368	6	66	0	39:4:2	9:7:3	1
ind161:2	4	observed	149	1798.242608	8	observed	127	6	0.75	6	27	0.252380952	19:6:5	6:1:2	1
ind172:8	3	observed	112	258.6422966	5	observed	127	4	0.8	8.25	27.58495329	0.153285406	2:4:1	24:5:1	1
ind594:3	3	observed	187	1961.632523	26	observed	127	15	0.576923077	5	41.69871459	0.513939283	39:4:2	8:3:2	0
ind74:1	2	model	203.9277992	1724.139013	18	observed	129.5	12	0.666666667	4.8	37.313295	0.327671907	12:9:2	13:6:1	1
ind233:7	4	observed	198	3376.967687	62	observed	126	23	0.370967742	3.2	25.58884039	0.703238192	39:5:2	11:1:2	1
ind373:1	3	model	235.0041526	4466.047653	64	observed	127	40	0.625	3.6	135.5982861	0.052510712	38:2:1	16:1:1	1
ind188:8	3	model	170.0124887	1283.506353	5	noBudSize	124.1098725	4	0.8	6	23	0.03125	22:4:1	19:3:4	0
ind287:4	2	observed	160	1423.618994	24	noBudSize	124.1098725	15	0.625	4	60	0	6:1:1	11:5:3	0
ind530:4	1	observed	226	1794.950848	4	observed	133	4	1	6	24	0	32:8:3	39:3:3	1
ind580:1	3	observed	242	4861.745322	3	observed	148	1	0.333333333	3	3	0	12:4:6	8:3:2	1
